EmployeeNumber,Age,Gender,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
11111,35,Female,Yes,Travel_Rarely,104,2,3,Life Sciences,1,1,69,3,1,Laboratory Technician,1,Divorced,2074,26619,1,Y,Yes,12,3,4,80,1,1,2,3,1,0,0,0
11112,53,Female,Yes,Travel_Rarely,607,2,5,Technical Degree,1,3,78,2,3,Manufacturing Director,4,Married,10169,14618,0,Y,No,16,3,2,80,1,34,4,3,33,7,1,9
11113,38,Male,Yes,Travel_Rarely,903,2,3,Medical,1,3,81,3,2,Manufacturing Director,2,Married,4855,7653,4,Y,No,11,3,1,80,2,7,2,3,5,2,1,4
11114,32,Male,No,Non-Travel,1200,1,4,Technical Degree,1,4,62,3,2,Research Scientist,1,Married,4087,25174,4,Y,No,14,3,2,80,1,9,3,2,6,5,1,2
11115,48,Female,No,Travel_Rarely,1108,15,4,Other,1,3,65,3,1,Research Scientist,1,Married,2367,16530,8,Y,No,12,3,4,80,1,10,3,2,8,2,7,6
11116,34,Male,No,Travel_Rarely,479,7,4,Medical,1,1,35,3,1,Research Scientist,4,Single,2972,22061,1,Y,No,13,3,3,80,0,1,4,1,1,0,0,0
11117,55,Male,No,Travel_Rarely,685,26,5,Marketing,1,3,60,2,5,Manager,4,Married,19586,23037,1,Y,No,21,4,3,80,1,36,3,3,36,6,2,13
11118,34,Male,No,Travel_Rarely,1351,1,4,Life Sciences,1,2,45,3,2,Research Scientist,4,Married,5484,13008,9,Y,No,17,3,2,80,1,9,3,2,2,2,2,1
11119,26,Female,No,Travel_Rarely,474,3,3,Life Sciences,1,1,89,3,1,Research Scientist,4,Married,2061,11133,1,Y,No,21,4,1,80,0,1,5,3,1,0,0,0
11120,38,Male,No,Travel_Rarely,1245,14,3,Life Sciences,1,3,80,3,2,Sales Executive,2,Married,9924,12355,0,Y,No,11,3,4,80,1,10,3,3,9,8,7,7
11121,38,Female,No,Travel_Rarely,437,16,3,Life Sciences,1,2,90,3,2,Sales Executive,2,Single,4198,16379,2,Y,No,12,3,2,80,0,8,5,4,3,2,1,2
11122,36,Female,No,Travel_Rarely,884,1,4,Life Sciences,1,2,73,3,2,Sales Executive,3,Single,6815,21447,6,Y,No,13,3,1,80,0,15,5,3,1,0,0,0
11123,29,Male,No,Travel_Rarely,1370,3,1,Medical,1,2,87,3,1,Laboratory Technician,1,Single,4723,16213,1,Y,Yes,18,3,4,80,0,10,3,3,10,9,1,5
11124,35,Female,No,Travel_Rarely,670,10,4,Medical,1,1,51,3,2,Healthcare Representative,3,Single,6142,4223,3,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4
11125,39,Male,No,Travel_Rarely,1462,6,3,Medical,1,4,38,4,3,Sales Executive,3,Married,8237,4658,2,Y,No,11,3,1,80,1,11,3,3,7,6,7,6
11126,29,Male,No,Travel_Frequently,995,2,1,Life Sciences,1,1,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,Y,No,19,3,4,80,1,6,0,4,6,4,1,3
11127,50,Male,No,Travel_Rarely,264,9,3,Marketing,1,3,59,3,5,Manager,3,Married,19331,19519,4,Y,Yes,16,3,3,80,1,27,2,3,1,0,0,0
11128,23,Male,No,Travel_Rarely,977,10,3,Technical Degree,1,4,45,4,1,Research Scientist,3,Married,2073,12826,2,Y,No,16,3,4,80,1,4,2,3,2,2,2,2
11129,36,Male,No,Travel_Frequently,1302,6,4,Life Sciences,1,1,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Y,Yes,13,3,4,80,1,9,3,3,3,2,0,2
11130,42,Male,No,Travel_Rarely,1059,9,2,Other,1,4,93,2,5,Manager,4,Single,19613,26362,8,Y,No,22,4,4,80,0,24,2,3,1,0,0,1
11131,35,Male,No,Travel_Rarely,750,28,3,Life Sciences,1,2,46,4,2,Laboratory Technician,3,Married,3407,25348,1,Y,No,17,3,4,80,2,10,3,2,10,9,6,8
11132,34,Male,No,Travel_Frequently,653,10,4,Technical Degree,1,4,92,2,2,Healthcare Representative,3,Married,5063,15332,1,Y,No,14,3,2,80,1,8,3,2,8,2,7,7
11133,40,Female,No,Travel_Rarely,118,14,2,Life Sciences,1,4,84,3,2,Sales Executive,1,Married,4639,11262,1,Y,No,15,3,3,80,1,5,2,3,5,4,1,2
11134,43,Male,No,Travel_Rarely,990,27,3,Technical Degree,1,4,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,Y,No,12,3,3,80,1,8,0,3,6,4,0,2
11135,35,Male,No,Travel_Rarely,1349,7,2,Life Sciences,1,3,63,2,1,Laboratory Technician,4,Married,2690,7713,1,Y,No,18,3,4,80,1,1,5,2,1,0,0,1
11136,46,Male,No,Travel_Rarely,563,1,4,Life Sciences,1,4,56,4,4,Manager,1,Single,17567,3156,1,Y,No,15,3,2,80,0,27,5,1,26,0,0,12
11137,28,Male,Yes,Travel_Rarely,329,24,3,Medical,1,3,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Y,Yes,17,3,3,80,3,1,3,3,1,1,0,0
11138,22,Female,No,Non-Travel,457,26,2,Other,1,2,85,2,1,Research Scientist,3,Married,2814,10293,1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3
11139,50,Male,No,Travel_Frequently,1234,20,5,Medical,1,2,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Y,Yes,15,3,3,80,1,32,3,3,30,8,12,13
11140,32,Female,No,Travel_Rarely,634,5,4,Other,1,2,35,4,1,Research Scientist,4,Married,3312,18783,3,Y,No,17,3,4,80,2,6,3,3,3,2,0,2
11141,44,Female,No,Travel_Rarely,1313,7,3,Medical,1,2,31,3,5,Research Director,4,Divorced,19049,3549,0,Y,Yes,14,3,4,80,1,23,4,2,22,7,1,10
11142,30,Male,No,Travel_Rarely,241,7,3,Medical,1,2,48,2,1,Research Scientist,2,Married,2141,5348,1,Y,No,12,3,2,80,1,6,3,2,6,4,1,1
11143,45,Female,No,Travel_Rarely,1015,5,5,Medical,1,3,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Y,Yes,14,3,1,80,0,10,3,3,10,7,1,4
11144,45,Male,No,Non-Travel,336,26,3,Marketing,1,1,52,2,2,Sales Executive,1,Married,4385,24162,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5
11145,31,Male,No,Travel_Frequently,715,2,4,Other,1,4,54,3,2,Sales Executive,1,Single,5332,21602,7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3
11146,36,Female,No,Travel_Rarely,559,12,4,Life Sciences,1,3,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1
11147,34,Male,No,Travel_Frequently,426,10,4,Life Sciences,1,3,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,Y,No,13,3,1,80,1,9,3,3,9,7,7,2
11148,49,Female,No,Travel_Rarely,722,25,4,Life Sciences,1,3,84,3,1,Laboratory Technician,1,Married,3211,22102,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4
11149,39,Male,No,Travel_Rarely,1387,10,5,Medical,1,2,76,3,2,Manufacturing Director,1,Married,5377,3835,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7
11150,27,Male,No,Travel_Rarely,1302,19,3,Other,1,4,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7
11151,35,Male,No,Travel_Rarely,819,18,5,Life Sciences,1,2,48,4,2,Research Scientist,1,Married,5208,26312,1,Y,No,11,3,4,80,0,16,2,3,16,15,1,10
11152,28,Female,No,Travel_Rarely,580,27,3,Medical,1,2,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0
11153,21,Male,No,Travel_Rarely,546,5,1,Medical,1,3,97,3,1,Research Scientist,4,Single,3117,26009,1,Y,No,18,3,3,80,0,3,2,3,2,2,2,2
11154,18,Female,Yes,Travel_Frequently,544,3,2,Medical,1,2,70,3,1,Sales Representative,4,Single,1569,18420,1,Y,Yes,12,3,3,80,0,0,2,4,0,0,0,0
11155,47,Female,No,Travel_Rarely,1176,26,4,Life Sciences,1,4,98,3,5,Manager,3,Married,19658,5220,3,Y,No,11,3,3,80,1,27,2,3,5,2,1,0
11156,39,Male,No,Travel_Rarely,170,3,2,Medical,1,3,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7
11157,40,Female,No,Travel_Rarely,884,15,3,Life Sciences,1,1,80,2,3,Manufacturing Director,3,Married,10435,25800,1,Y,No,13,3,4,80,2,18,2,3,18,15,14,12
11158,35,Female,No,Non-Travel,208,8,4,Life Sciences,1,3,52,3,2,Healthcare Representative,3,Married,4148,12250,1,Y,No,12,3,4,80,1,15,5,3,14,11,2,9
11159,37,Male,No,Travel_Rarely,671,19,3,Life Sciences,1,3,85,3,2,Manufacturing Director,3,Married,5768,26493,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2
11160,39,Female,No,Travel_Frequently,711,4,3,Medical,1,1,81,3,2,Manufacturing Director,3,Single,5042,3140,0,Y,No,13,3,4,80,0,10,2,1,9,2,3,8
11161,45,Female,No,Travel_Rarely,1329,2,2,Other,1,4,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9
11162,38,Female,No,Travel_Rarely,397,2,2,Medical,1,4,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2
11163,35,Male,Yes,Travel_Rarely,737,10,3,Medical,1,4,55,2,3,Sales Executive,1,Married,10306,21530,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0
11164,37,Female,No,Travel_Rarely,1470,10,3,Medical,1,2,71,3,1,Research Scientist,2,Married,3936,9953,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7
11165,40,Female,No,Travel_Rarely,448,16,3,Life Sciences,1,3,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Y,Yes,15,3,4,80,0,18,2,2,4,2,3,3
11166,44,Male,No,Travel_Frequently,602,1,5,Human Resources,1,1,37,3,2,Human Resources,4,Married,5743,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2
11167,48,Male,No,Travel_Frequently,365,4,5,Medical,1,3,89,2,4,Manager,4,Married,15202,5602,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2
11168,35,Male,Yes,Travel_Rarely,763,15,2,Medical,1,1,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Y,Yes,14,3,4,80,2,7,2,2,2,2,2,2
11169,24,Female,No,Travel_Frequently,567,2,1,Technical Degree,1,1,32,3,1,Research Scientist,4,Single,3760,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3
11170,27,Female,No,Travel_Rarely,486,8,3,Medical,1,2,86,4,1,Research Scientist,3,Married,3517,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2
11171,27,Male,No,Travel_Frequently,591,2,3,Medical,1,4,87,3,1,Research Scientist,4,Single,2580,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2
11172,40,Male,Yes,Travel_Rarely,1329,7,3,Life Sciences,1,1,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Y,Yes,14,3,2,80,0,10,3,1,4,2,0,3
11173,29,Male,No,Travel_Rarely,469,10,3,Medical,1,3,42,2,2,Sales Executive,3,Single,5869,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4
11174,36,Female,No,Travel_Rarely,711,5,4,Life Sciences,1,2,42,3,3,Healthcare Representative,1,Married,8008,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2
11175,25,Male,No,Travel_Frequently,772,2,1,Life Sciences,1,4,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7
11176,39,Male,No,Travel_Rarely,492,12,3,Medical,1,4,66,3,2,Manufacturing Director,2,Married,5295,7693,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0
11177,49,Female,No,Travel_Rarely,301,22,4,Other,1,1,72,3,4,Research Director,2,Married,16413,3498,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2
11178,50,Female,No,Travel_Rarely,813,17,5,Life Sciences,1,4,50,2,3,Research Director,1,Divorced,13269,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11
11179,20,Female,No,Travel_Rarely,1141,2,3,Medical,1,3,31,3,1,Sales Representative,3,Single,2783,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2
11180,34,Female,No,Travel_Rarely,1130,3,3,Life Sciences,1,4,66,3,2,Research Scientist,2,Divorced,5433,19332,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9
11181,36,Male,No,Travel_Rarely,311,7,3,Life Sciences,1,1,77,3,1,Laboratory Technician,2,Single,2013,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3
11182,49,Female,No,Travel_Rarely,465,6,1,Life Sciences,1,3,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12
11183,36,Female,No,Non-Travel,894,1,4,Medical,1,4,33,2,2,Manufacturing Director,3,Married,4374,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2
11184,36,Male,No,Travel_Rarely,1040,3,2,Life Sciences,1,4,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4
11185,54,Female,No,Travel_Rarely,584,22,5,Medical,1,2,91,3,4,Manager,3,Married,17426,18685,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7
11186,43,Male,No,Travel_Rarely,1291,15,2,Life Sciences,1,3,65,2,4,Research Director,3,Married,17603,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11
11187,35,Male,Yes,Travel_Frequently,880,12,4,Other,1,4,36,3,2,Sales Executive,4,Single,4581,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7
11188,38,Male,No,Travel_Frequently,1189,1,3,Life Sciences,1,4,90,3,2,Research Scientist,4,Married,4735,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9
11189,29,Male,No,Travel_Rarely,991,5,3,Medical,1,1,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9
11190,33,Male,No,Travel_Rarely,392,2,4,Medical,1,4,93,3,2,Sales Executive,4,Divorced,5505,3921,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4
11191,32,Male,No,Travel_Rarely,977,2,3,Medical,1,4,45,3,2,Research Scientist,2,Divorced,5470,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6
11192,31,Female,No,Travel_Rarely,1112,5,4,Life Sciences,1,1,67,3,2,Sales Executive,4,Married,5476,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2
11193,49,Female,No,Travel_Rarely,464,16,3,Medical,1,4,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2
11194,38,Female,No,Travel_Frequently,148,2,3,Medical,1,4,42,2,1,Laboratory Technician,2,Single,2440,23826,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3
11195,47,Female,No,Travel_Rarely,1225,2,4,Life Sciences,1,2,47,4,4,Manager,2,Divorced,15972,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2
11196,49,Male,No,Travel_Rarely,809,1,3,Life Sciences,1,3,36,3,4,Manager,3,Single,15379,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0
11197,41,Male,No,Travel_Rarely,1206,23,2,Life Sciences,1,4,80,3,3,Sales Executive,3,Single,7082,11591,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2
11198,20,Male,No,Travel_Rarely,727,9,1,Life Sciences,1,4,54,3,1,Sales Representative,1,Single,2728,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2
11199,33,Female,No,Non-Travel,530,16,3,Life Sciences,1,3,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2
11200,36,Male,No,Travel_Rarely,1351,26,4,Life Sciences,1,1,80,3,2,Healthcare Representative,3,Married,5347,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2
11201,44,Female,No,Travel_Rarely,528,1,3,Life Sciences,1,3,44,3,1,Human Resources,4,Divorced,3195,4167,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2
11202,23,Male,Yes,Travel_Rarely,1320,8,1,Medical,1,4,93,2,1,Laboratory Technician,3,Single,3989,20586,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2
11203,38,Female,No,Travel_Rarely,1495,4,2,Medical,1,4,87,3,1,Laboratory Technician,3,Married,3306,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0
11204,53,Male,No,Travel_Rarely,1395,24,4,Medical,1,2,48,4,3,Healthcare Representative,4,Married,7005,3458,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2
11205,48,Female,Yes,Travel_Frequently,708,7,2,Medical,1,4,95,3,1,Sales Representative,3,Married,2655,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7
11206,32,Male,Yes,Travel_Rarely,1259,2,4,Life Sciences,1,4,95,3,1,Laboratory Technician,2,Single,1393,24852,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0
11207,26,Male,No,Non-Travel,786,7,3,Medical,1,4,76,3,1,Laboratory Technician,4,Single,2570,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7
11208,55,Male,No,Travel_Rarely,1441,22,3,Technical Degree,1,1,94,2,1,Research Scientist,2,Divorced,3537,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2
11209,34,Male,No,Travel_Rarely,1157,5,2,Medical,1,2,57,2,2,Laboratory Technician,4,Married,3986,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13
11210,60,Male,No,Travel_Rarely,370,1,4,Medical,1,3,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,Y,No,20,4,3,80,1,19,2,4,1,0,0,0
11211,33,Male,No,Travel_Rarely,267,21,3,Medical,1,2,79,4,1,Laboratory Technician,2,Married,2028,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13
11212,37,Male,No,Travel_Frequently,1278,1,4,Medical,1,3,31,1,2,Sales Executive,4,Divorced,9525,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3
11213,34,Female,No,Travel_Rarely,678,19,3,Life Sciences,1,2,35,2,1,Research Scientist,4,Married,2929,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7
11214,23,Male,Yes,Travel_Rarely,427,7,3,Life Sciences,1,3,99,3,1,Sales Representative,4,Divorced,2275,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2
11215,44,Female,No,Travel_Rarely,921,2,3,Life Sciences,1,3,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7
11216,35,Male,No,Travel_Frequently,146,2,4,Medical,1,1,79,2,1,Research Scientist,4,Single,4930,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4
11217,43,Male,No,Travel_Rarely,1179,2,3,Medical,1,4,73,3,2,Sales Executive,4,Married,7847,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8
11218,24,Male,No,Travel_Rarely,581,9,3,Medical,1,3,62,4,1,Research Scientist,3,Married,4401,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4
11219,41,Male,No,Travel_Rarely,918,6,3,Marketing,1,4,35,3,3,Sales Executive,3,Single,9241,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7
11220,29,Female,No,Travel_Rarely,1082,9,4,Medical,1,4,43,3,1,Laboratory Technician,3,Married,2974,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2
11221,36,Female,No,Travel_Rarely,530,2,4,Life Sciences,1,3,51,3,2,Sales Representative,4,Single,4502,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7
11222,45,Male,No,Non-Travel,1238,1,1,Life Sciences,1,3,74,2,3,Healthcare Representative,3,Married,10748,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4
11223,24,Male,Yes,Travel_Rarely,240,22,1,Human Resources,1,4,58,1,1,Human Resources,3,Married,1555,11585,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0
11224,47,Male,Yes,Travel_Frequently,1093,9,3,Life Sciences,1,3,82,1,4,Sales Executive,3,Married,12936,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10
11225,26,Male,No,Travel_Rarely,390,17,4,Medical,1,4,62,1,1,Laboratory Technician,3,Married,2305,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2
11226,45,Female,No,Travel_Rarely,1005,28,2,Technical Degree,1,4,48,2,4,Research Director,2,Single,16704,17119,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6
11227,32,Male,No,Travel_Frequently,585,10,3,Life Sciences,1,1,56,3,1,Research Scientist,3,Married,3433,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3
11228,31,Male,No,Travel_Rarely,741,2,4,Life Sciences,1,2,69,3,1,Laboratory Technician,3,Married,3477,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3
11229,41,Male,No,Non-Travel,552,4,3,Human Resources,1,3,60,1,2,Human Resources,2,Married,6430,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2
11230,40,Female,No,Travel_Rarely,369,8,2,Life Sciences,1,2,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0
11231,24,Male,No,Travel_Rarely,506,29,1,Medical,1,2,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2
11232,46,Male,No,Travel_Rarely,717,13,4,Life Sciences,1,3,34,3,2,Healthcare Representative,2,Single,5562,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9
11233,35,Male,No,Travel_Rarely,1370,27,4,Life Sciences,1,4,49,3,2,Manufacturing Director,3,Married,6883,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7
11234,30,Male,No,Travel_Rarely,793,16,1,Life Sciences,1,2,33,3,1,Research Scientist,4,Married,2862,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8
11235,47,Male,No,Non-Travel,543,2,4,Marketing,1,3,87,3,2,Sales Executive,2,Married,4978,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0
11236,46,Male,No,Travel_Rarely,1277,2,3,Life Sciences,1,3,74,3,3,Sales Executive,4,Divorced,10368,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3
11237,36,Male,Yes,Travel_Rarely,1456,13,5,Marketing,1,2,96,2,2,Sales Executive,1,Divorced,6134,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2
11238,32,Male,Yes,Travel_Rarely,964,1,2,Life Sciences,1,1,34,1,2,Sales Executive,2,Single,6735,12147,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0
11239,23,Female,No,Travel_Rarely,160,4,1,Medical,1,3,51,3,1,Laboratory Technician,2,Single,3295,12862,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2
11240,31,Female,No,Travel_Frequently,163,24,1,Technical Degree,1,4,30,3,2,Manufacturing Director,4,Single,5238,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4
11241,39,Male,No,Non-Travel,792,1,3,Life Sciences,1,4,77,3,2,Laboratory Technician,4,Married,6472,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8
11242,32,Male,No,Travel_Rarely,371,19,3,Life Sciences,1,4,80,1,3,Sales Executive,3,Married,9610,3840,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2
11243,40,Male,No,Travel_Rarely,611,7,4,Medical,1,2,88,3,5,Manager,2,Single,19833,4349,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8
11244,45,Female,No,Travel_Rarely,176,4,3,Life Sciences,1,3,56,1,3,Human Resources,3,Married,9756,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3
11245,30,Female,No,Travel_Frequently,1312,2,4,Technical Degree,1,4,78,2,1,Research Scientist,1,Single,4968,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7
11246,24,Male,No,Travel_Frequently,897,10,3,Medical,1,1,59,3,1,Human Resources,4,Married,2145,2097,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1
11247,30,Female,Yes,Travel_Frequently,600,8,3,Human Resources,1,3,66,2,1,Human Resources,4,Divorced,2180,9732,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2
11248,31,Male,No,Travel_Rarely,1003,5,3,Technical Degree,1,1,51,3,2,Sales Executive,3,Married,8346,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2
11249,27,Female,No,Travel_Rarely,1054,8,3,Medical,1,3,67,3,1,Research Scientist,4,Single,3445,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4
11250,29,Female,Yes,Travel_Rarely,428,9,3,Marketing,1,2,52,1,1,Sales Representative,2,Single,2760,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2
11251,29,Male,No,Travel_Frequently,461,1,3,Life Sciences,1,4,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2
11252,30,Male,No,Travel_Rarely,979,15,2,Marketing,1,3,94,2,3,Sales Executive,1,Divorced,7140,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7
11253,34,Male,No,Travel_Rarely,181,2,4,Medical,1,4,97,4,1,Research Scientist,4,Married,2932,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2
11254,33,Female,No,Non-Travel,1283,2,3,Marketing,1,4,62,3,2,Sales Executive,2,Single,5147,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7
11255,49,Female,No,Travel_Rarely,1313,11,4,Marketing,1,4,80,3,2,Sales Executive,4,Single,4507,8191,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4
11256,33,Female,Yes,Travel_Rarely,211,16,3,Life Sciences,1,1,74,3,3,Sales Executive,1,Single,8564,10092,2,Y,Yes,20,4,3,80,0,11,2,2,0,0,0,0
11257,38,Female,No,Travel_Frequently,594,2,2,Medical,1,3,75,2,1,Laboratory Technician,2,Married,2468,15963,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5
11258,31,Male,Yes,Travel_Rarely,1079,16,4,Marketing,1,1,70,3,3,Sales Executive,3,Married,8161,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0
11259,29,Female,No,Travel_Rarely,590,4,3,Technical Degree,1,4,91,2,1,Research Scientist,1,Divorced,2109,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0
11260,30,Male,No,Travel_Rarely,305,16,3,Life Sciences,1,3,58,4,2,Healthcare Representative,3,Married,5294,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7
